"","id_order","count","sku","created_date","state","total_price","total_paid","difference"
"34",289685,3,"SAN0139; STA0046; STA0043","2017-01-09T23:15:07Z","Completed",135.97,15.95,-120.02
"35",290393,4,"APP0660; APP1565; IFX0163; IFX0131","2017-09-24T11:41:23Z","Completed",313.94,318.93,4.99
"36",290755,2,"OWC0165; PAC1493","2018-02-13T10:17:49Z","Completed",533.17,540.16,6.99
"37",294617,2,"THU0016; GRT0394","2017-01-14T11:41:48Z","Completed",113.21,120.2,6.99
"38",296229,2,"MOS0176; APP1459","2017-01-03T03:10:06Z","Completed",132.98,132.98,0
"39",296253,4,"NTE0007; OWC0094; PAC0748; NTE0020","2017-01-10T11:43:43Z","Completed",303.96,308.95,4.99
"40",296478,2,"APP2058; LMP0021","2017-10-06T14:03:48Z","Completed",1515.58,1515.58,0
"41",296502,2,"BEL0236; GRT0438","2017-01-01T21:21:57Z","Completed",65.39,71.57,6.18
"42",296847,2,"MOX0020; SAN0093","2017-01-15T18:31:58Z","Completed",51.98,30.97,-21.01
"43",297076,3,"MUV0162; XOO0005; XOO0006","2017-01-03T17:03:42Z","Completed",46.88,46.88,0
"44",298038,4,"OWC0036; IFX0010; SAM0068; SEA0097","2017-07-04T17:10:48Z","Completed",259.96,266.95,6.99
"45",298161,2,"APP0660; APP1566","2017-01-02T10:20:14Z","Completed",328.09,327.99,-0.1
"46",298391,2,"PAC1588; APP0656","2017-01-01T12:18:28Z","Completed",2919.98,2919.98,0
"47",299404,4,"NTE0007; OWC0094; SAM0069; KIN0150","2017-01-01T22:59:31Z","Completed",415.11,415.11,0
"48",299571,2,"SYN0133; WDT0177","2017-01-01T12:07:29Z","Completed",318.23,323.22,4.99
"49",299600,5,"APP0404; LAC0199; DLK0072; PAC0486; BEL0223","2017-01-01T11:56:17Z","Completed",4607.62,4607.62,0
"50",299610,2,"APP0017; APP1208","2017-01-01T11:00:40Z","Completed",140.98,152.97,11.99
"51",299634,2,"SYN0140; WDT0177","2017-01-01T12:34:20Z","Completed",825.51,825.51,0
"52",299638,2,"SYN0121; WDT0177","2017-01-01T12:02:15Z","Completed",375.23,380.22,4.99
"53",299655,2,"WAC0185; WAC0034","2017-01-01T12:43:56Z","Completed",196.63,203.62,6.99
"54",299681,2,"SPE0155; APP0695","2017-01-01T13:13:25Z","Completed",104.48,111.47,6.99
"55",299696,2,"KEN0206; SAN0106","2017-01-01T14:56:18Z","Completed",75.37,79,3.63
"56",299701,2,"THU0019; SAN0084","2017-01-06T09:17:30Z","Completed",99.98,78.97,-21.01
"57",299710,2,"PHI0066; PHI0073","2017-01-01T21:33:03Z","Completed",122.89,129.52,6.63
"58",299719,2,"OTT0133; GRT0355","2017-01-01T14:34:35Z","Completed",40.24,44.87,4.63
"59",299850,2,"APP0692; GRT0369","2017-01-01T18:37:51Z","Completed",48.97,48.97,0
"60",299858,2,"LIF0089; SAT0008","2017-01-01T18:38:51Z","Completed",107.33,114.33,7
"61",299867,2,"SAT0044; PHI0070","2017-01-01T19:10:01Z","Completed",51.28,58.27,6.99
"62",299918,2,"SEA0100; SAN0093","2017-01-01T20:12:04Z","Completed",160.53,165.52,4.99
"63",299944,3,"SAM0068; OWC0018; OWC0086","2017-01-01T21:55:11Z","Completed",223.22,223.22,0
"64",299959,3,"IFX0073; IFX0039; IFX0015","2017-01-01T21:06:06Z","Completed",59.38,66.37,6.99
"65",300029,2,"SYN0121; SAM0067","2017-01-01T22:14:34Z","Completed",320.13,325.12,4.99
"66",300033,2,"IFX0039; TRK0003","2017-01-01T23:29:27Z","Completed",56.9,61.89,4.99
"67",300040,2,"WDT0135; SYN0122","2017-01-01T22:10:39Z","Completed",795.1,795.1,0
"68",300055,4,"PAC1498; IFX0144; OWC0040-2; NTE0038","2017-01-01T23:32:12Z","Completed",190.82,197.82,7
"69",300137,2,"SYN0180; WDT0177","2017-12-26T23:50:03Z","Completed",311.2,311.2,0
"70",300152,2,"APP1639; APP1641","2017-01-02T00:58:29Z","Completed",1538,1538,0
"71",300158,2,"APP1205; APP1669","2017-01-02T00:36:39Z","Completed",289,289,0
"72",300173,2,"SAT0015; MOX0024","2017-01-02T00:59:21Z","Completed",33.98,37.97,3.99
"73",300179,4,"OWC0037-2; OWC0001; SEA0096; SAM0063","2017-01-02T07:55:09Z","Completed",434.96,434.96,0
"74",300188,2,"KAN0021; NTE0006","2017-01-02T01:13:45Z","Completed",132.89,132.89,0
"75",300192,3,"WOE0006; WOE0005; PHI0055","2017-01-02T01:17:22Z","Completed",83.88,83.88,0
"76",300203,2,"ELG0034; ELG0032","2017-01-02T01:38:22Z","Completed",66.92,73.92,7
"77",300213,2,"TIG0018; HTE0002","2017-01-02T01:52:56Z","Completed",64.98,64.98,0
"78",300257,2,"BEL0165; TPL0032","2017-01-02T09:37:38Z","Completed",32.98,37.97,4.99
"79",300281,3,"APP0921; MUV0145; MOS0059","2017-01-02T14:53:22Z","Completed",55.97,55.97,0
"80",300283,5,"SAT0028; SAT0005; SAT0037; ELG0042; PAC1394","2017-01-02T09:25:21Z","Completed",236.95,236.95,0
"81",300290,2,"SPE0162; MOX0009","2017-01-02T09:36:20Z","Completed",27.98,34.97,6.99
"82",300309,3,"OTT0130; APP0692; SAT0017","2017-01-02T10:02:42Z","Completed",59.97,59.97,0
"83",300310,2,"WIT0024; HTE0003","2017-01-02T10:00:21Z","Completed",96.98,96.98,0
"84",300311,2,"TRA0004; IFX0014","2017-01-06T08:48:32Z","Completed",87.98,91.97,3.99
"85",300314,2,"PAC0617; OWC0181-2","2017-01-02T10:08:31Z","Completed",265.98,265.98,0
"86",300315,2,"APP0921; TPL0032","2017-01-02T11:02:23Z","Completed",47.97,47.97,0
"87",300326,3,"LIF0099; LIF0070; LIF0072","2017-01-03T15:15:19Z","Completed",96.97,96.97,0
"88",300331,2,"MOS0204; BEL0292","2017-01-03T09:41:00Z","Completed",56.98,56.98,0
"89",300368,3,"IFX0013; MOX0012; GRT0421","2017-01-02T11:23:41Z","Completed",34.97,41.96,6.99
"90",300385,2,"SAN0128; SAN0127","2017-01-02T11:22:13Z","Completed",114.98,114.98,0
"91",300391,2,"PAC1729; TOS0014","2017-01-02T12:45:36Z","Completed",287.98,287.98,0
"92",300421,2,"OWC0036-2; KAN0022","2017-01-02T13:10:04Z","Completed",182.98,187.98,5
"93",300430,2,"APP1146; WOE0002","2017-01-02T11:50:59Z","Completed",68.99,68.99,0
"94",300435,3,"WIT0026; APP1041; APP1915","2017-01-02T12:25:46Z","Completed",283.99,283.99,0
"95",300439,3,"BEL0206; SPE0135; APP0921","2017-01-02T20:36:49Z","Completed",73.97,73.97,0
"96",300443,3,"TAM0006; PAR0044; HTE0004","2017-01-02T14:51:23Z","Completed",234.97,234.97,0
"97",300444,2,"HTE0001; HTE0003","2017-01-02T11:54:34Z","Completed",59.98,59.98,0
"98",300446,3,"OTT0153; BEL0280; MUV0162","2017-01-02T12:27:22Z","Completed",45.88,45.88,0
"99",300455,2,"OWC0142; SEA0038","2017-01-02T13:17:49Z","Completed",523.97,523.97,0
"100",300467,2,"TRK0005; NOD0002","2017-01-02T12:15:35Z","Completed",81.98,81.98,0
"101",300495,4,"APP1208; JMO0050; APP0691; APP1459","2017-01-02T13:02:55Z","Completed",300.94,300.94,0
"102",300506,2,"SAN0155; SAN0129","2017-01-02T12:57:21Z","Completed",219.98,219.98,0
"103",300513,2,"ELG0033; LEX0010","2017-01-02T13:11:32Z","Completed",46.78,46.78,0
"104",300532,2,"ELG0033; ELG0034","2017-01-02T13:26:24Z","Completed",75.98,75.98,0
"105",300541,3,"BOS0037; WHO0002; MUV0165","2017-01-02T13:39:29Z","Completed",385.88,385.88,0
"106",300582,5,"KAN0037; SAT0048; ZAG0016; APP1565; MAC0136","2018-01-31T17:29:38Z","Completed",128.95,135.94,6.99
"107",300590,2,"BOO0075; STA0054","2017-01-02T15:59:32Z","Completed",69.98,44.98,-25
"108",300626,3,"IFX0028; APP0692; IFX0087","2017-01-02T15:18:14Z","Completed",45.97,45.97,0
"109",300646,3,"NEA0004; NEA0009; NEA0011","2017-01-02T18:42:53Z","Completed",182.97,182.97,0
"110",300656,2,"BEL0227; WDT0369","2017-01-02T16:24:47Z","Completed",285.98,285.98,0
"111",300671,2,"CRU0026-2; SAM0067","2017-01-03T12:21:18Z","Completed",220.98,220.98,0
"112",300699,2,"MOS0148; STA0012","2017-01-02T16:44:17Z","Completed",47.98,47.98,0
"113",300711,2,"BEA0026; APP0017","2017-01-02T20:49:29Z","Completed",335.98,335.98,0
"114",300713,2,"APP0431; OTT0127","2017-01-02T17:00:20Z","Completed",54.99,54.99,0
"115",300720,2,"ELG0042; OTT0137","2017-01-02T17:07:48Z","Completed",53.98,53.98,0
"116",300726,3,"TWS0043; KUA0020; KUA0011","2017-01-02T17:14:50Z","Completed",49.97,49.97,0
"117",300736,3,"MOS0079; OTT0156; NTE0072","2017-01-02T17:12:22Z","Completed",79.95,84.95,5
"118",300737,3,"NTE0007; SAM0069; WDT0357","2017-01-02T17:23:52Z","Completed",664.98,664.98,0
"119",300760,2,"NTE0007; OWC0094","2017-01-02T17:21:49Z","Completed",69.98,73.97,3.99
"120",300778,5,"APP1495; APP1215; APP1622; IFX0028; TWS0060","2017-01-02T18:06:23Z","Completed",1234.97,1234.97,0
"121",300819,2,"SAT0005; SAT0004","2017-01-02T18:26:33Z","Completed",59.97,59.97,0
"122",300826,3,"SPE0177; BEL0280; MUV0166","2017-01-02T18:54:32Z","Completed",49.97,49.97,0
"123",300846,2,"FCM0016-2; SAM0067","2017-01-02T19:19:16Z","Completed",170.98,170.98,0
"124",300848,2,"APP1758; APP1754","2017-01-02T18:51:54Z","Completed",114,114,0
"125",300876,2,"WDT0169; OSM0001","2017-01-02T19:22:45Z","Completed",301.97,301.97,0
"126",300881,3,"OTR0039; IFX0027; SEA0096","2017-01-02T19:20:13Z","Completed",179.97,179.97,0
"127",300906,2,"STA0027; NTE0090","2017-01-02T20:22:21Z","Completed",26.97,30.96,3.99
"128",300979,2,"TRK0005; NOD0002","2017-01-02T22:51:17Z","Completed",81.98,81.98,0
"129",300989,2,"SAT0007; APP1210","2017-01-02T20:59:10Z","Completed",169.98,169.98,0
"130",301079,2,"MOS0007; THU0019","2017-01-02T22:37:58Z","Completed",92.98,92.98,0
"131",301080,2,"ADN0018; ADN0037","2017-01-02T22:24:51Z","Completed",102.98,102.98,0
"132",301097,3,"APP0431; WAC0148; APP1744","2017-01-02T22:54:58Z","Completed",516.99,516.99,0
"133",301106,2,"HTE0004; TRK0003","2017-01-02T23:10:03Z","Completed",74.98,74.98,0
"134",301140,3,"IFX0049; OWC0007; IFX0135","2017-01-02T23:49:49Z","Completed",109.97,109.97,0
"135",301184,2,"SPE0134; ELG0032","2017-01-03T00:03:11Z","Completed",81.98,81.98,0
"136",301198,4,"TRA0010; WDT0357; XOO0005; LMP0017","2017-01-07T10:55:03Z","Completed",385.97,385.97,0
"137",301204,3,"APP1622; APP1215; APP1486","2017-01-03T00:29:00Z","Completed",1029.99,1029.99,0
"138",301230,2,"SAT0027; SAN0148","2017-01-03T14:54:24Z","Completed",46.98,46.98,0
"139",301232,2,"SYN0121; WDT0177","2017-01-03T01:48:40Z","Completed",554.97,554.97,0
"140",301234,2,"SYN0122; WDT0177","2017-01-03T10:22:35Z","Completed",544.98,544.98,0
"141",301243,2,"OTT0154; IOT0018","2017-01-03T09:45:03Z","Completed",47.98,47.98,0
"142",301247,2,"OTT0134; ELG0033","2017-01-03T13:35:57Z","Completed",62.98,62.98,0
"143",301276,2,"ELG0033; CRU0044","2017-01-03T05:37:18Z","Completed",174.97,174.97,0
"144",301300,2,"DLL0020; STA0010","2017-01-03T10:44:50Z","Completed",316.98,316.98,0
"145",301325,2,"CRU0026-2; IFX0006","2017-01-03T09:48:24Z","Completed",148.89,148.89,0
"146",301344,2,"NEA0003; PHI0070","2017-01-03T10:16:25Z","Completed",237.97,237.97,0
"147",301383,2,"PUR0139; BEL0256","2017-01-03T10:58:33Z","Completed",27.98,34.97,6.99
"148",301387,2,"LOG0142; TWS0040","2017-01-03T11:00:27Z","Completed",154.98,154.98,0
"149",301395,4,"BEL0203; LOG0201; IHE0017; OBL0001","2017-01-03T11:26:58Z","Completed",198.97,198.97,0
"150",301430,2,"CRU0016-2; OWC0007","2017-01-03T12:01:27Z","Completed",89.98,89.98,0
"151",301451,2,"SAN0127; SAN0128","2017-01-03T11:40:24Z","Completed",114.98,114.98,0
"152",301512,2,"APP0692; MUV0141","2017-01-03T12:48:16Z","Completed",32.98,36.97,3.99
"153",301517,2,"BEZ0152; SPE0127","2017-01-03T16:15:00Z","Completed",65.98,65.98,0
"154",301563,2,"APP1129; MOX0009","2017-01-03T13:17:04Z","Completed",62.99,62.99,0
"155",301584,3,"NTE0025; APP0404; KAN0046","2017-01-09T11:33:19Z","Completed",58.98,65.97,6.99
"156",301587,5,"PIE0022; IFX0138; IFX0137; MOX0008; WOE0001","2017-01-09T16:51:25Z","Completed",51.95,56.94,4.99
"157",301607,3,"KAN0046; KUA0019; APP0692","2017-01-03T13:55:59Z","Completed",54.95,54.96,0.01
"158",301628,3,"SAM0068; OWC0007; MAC0116","2017-01-03T13:56:49Z","Completed",185.97,185.97,0
"159",301636,2,"TPL0033; APP0017","2017-01-03T14:05:55Z","Completed",110.98,110.98,0
"160",301646,2,"CRU0044; MAC0116","2017-01-03T14:18:56Z","Completed",119.98,119.98,0
"161",301649,2,"OTT0097; OTT0094","2017-01-03T14:15:20Z","Completed",45.98,45.98,0
"162",301711,2,"SPE0060; LAC0166","2017-01-04T00:08:33Z","Completed",246.98,246.98,0
"163",301726,2,"CRU0016-2; SAT0005-A","2017-01-03T16:08:26Z","Completed",94.11,94.11,0
"164",301733,2,"ZAG0023; APP1637","2017-01-03T16:35:21Z","Completed",926.99,926.99,0
"165",301744,2,"IFX0019; IFX0015","2017-01-03T16:01:18Z","Completed",69.98,73.97,3.99
"166",301752,2,"APP0601; LOG0078","2017-01-03T16:33:28Z","Completed",299.98,299.98,0
"167",301789,3,"APP1914; STA0040; APP1041","2017-01-03T16:48:28Z","Completed",133.98,133.98,0
"168",301814,2,"LAC0147; LAC0193","2017-01-03T17:21:27Z","Completed",287.97,287.97,0
"169",301854,2,"WDT0135; SYN0121","2017-01-03T17:58:07Z","Completed",347.98,347.98,0
"170",301919,2,"PAC0748; TPL0020","2017-01-03T19:17:36Z","Completed",220.98,220.98,0
"171",301967,2,"PAC0725; NTE0105","2017-01-03T20:16:03Z","Completed",232.96,232.96,0
"172",301975,4,"OWC0094; CRU0016-2; SAM0068; STA0012","2017-01-05T10:55:26Z","Completed",308.96,315.95,6.99
"173",302002,2,"KAN0012-A; IFX0057","2017-01-03T20:50:30Z","Completed",52.98,52.98,0
"174",302016,2,"IFX0132; IFX0136","2017-01-03T21:11:24Z","Completed",22.98,26.97,3.99
"175",302044,2,"TRA0004; SAN0161","2017-01-03T21:44:59Z","Completed",99.98,99.98,0
"176",302069,2,"MYF0001; MYF0006","2017-01-03T22:17:23Z","Completed",498.99,498.99,0
"177",302095,2,"TRA0033; TUC0270","2017-01-03T22:43:59Z","Completed",67.98,72.98,5
"178",302147,3,"OTT0142; IFR0007; MUV0170","2017-01-03T23:41:38Z","Completed",66.97,66.97,0
"179",302161,3,"ELG0033; OWC0007; LEX0031","2017-01-05T22:07:38Z","Completed",62.97,66.96,3.99
"180",302171,2,"SAM0067; OWC0046","2017-01-03T23:57:01Z","Completed",129.98,129.98,0
"181",302198,2,"MUV0162; LOG0078","2017-01-04T20:54:51Z","Completed",32.89,37.88,4.99
"182",302210,3,"APP0696; APP1208; APP1459","2017-01-06T23:13:31Z","Completed",243.97,243.96,-0.01
"183",302289,2,"OWC0097-A; OWC0098","2017-01-04T09:36:34Z","Completed",74.65,81.64,6.99
"184",302331,3,"APP1639; BEL0266; APP1638","2017-01-04T12:15:42Z","Completed",1554.99,1554.99,0
"185",302374,2,"OWC0173; STA0033","2017-01-04T11:48:14Z","Completed",269.98,274.97,4.99
"186",302411,2,"TPL0032; KAN0046","2017-01-10T12:23:56Z","Completed",16.98,21.97,4.99
"187",302431,2,"APP0601; LOG0078","2017-01-04T13:05:10Z","Completed",308.99,308.99,0
"188",302450,2,"KIN0155; FCM0022","2017-01-06T12:05:33Z","Completed",80.98,87.97,6.99
"189",302470,2,"NTE0014; MOS0015","2017-01-09T09:50:34Z","Completed",114.98,114.97,-0.01
"190",302512,2,"MUV0178; IFX0028","2017-01-04T14:59:35Z","Completed",35.98,39.97,3.99
"191",302580,2,"PHI0057; PHI0066","2017-01-04T16:56:16Z","Completed",213.91,220.89,6.98
"192",302586,3,"APP0953; APP0404; SEA0095","2017-01-06T14:58:51Z","Completed",1711.98,1711.98,0
"193",302641,2,"SEA0038; ZAG0022","2017-01-09T18:10:21Z","Completed",143.98,148.97,4.99
"194",302655,2,"SYN0133; WDT0177","2017-01-04T18:28:09Z","Completed",334.98,339.97,4.99
"195",302714,2,"SEA0038; NTE0020","2017-01-04T20:24:39Z","Completed",133.98,138.97,4.99
"196",302717,2,"LAC0180; APP1913","2017-01-05T10:46:42Z","Completed",209.99,213.98,3.99
"197",302765,2,"BEL0286; WOE0001","2017-01-04T21:46:25Z","Completed",25.98,29.97,3.99
"198",302768,2,"LAC0086; SAN0149","2017-01-04T22:01:45Z","Completed",206.98,211.97,4.99
"199",302774,3,"SAT0002; SAT0028; BEL0224","2017-01-04T21:57:46Z","Completed",113.97,120.96,6.99
"200",302872,2,"CEL0022; MUV0166","2017-01-05T01:51:34Z","Completed",19.98,26.97,6.99
"201",302876,2,"SAT0033; LMP0010","2017-01-06T21:50:06Z","Completed",86.98,91.97,4.99
"202",302890,2,"LGE0030; SAT0034","2017-01-05T06:51:10Z","Completed",197.98,197.98,0
"203",302922,2,"KIN0153-2; APP0694","2017-01-05T08:58:37Z","Completed",225.98,230.97,4.99
"204",303015,4,"BEL0186; JMO0047; KEU0001; TPL0032","2017-01-05T10:26:17Z","Completed",55.96,60.95,4.99
"205",303037,2,"PHI0070; PHI0071","2017-01-08T19:05:35Z","Completed",56.98,55.97,-1.01
"206",303120,2,"JAW0034; ELG0042","2017-01-05T12:33:21Z","Completed",89.98,94.97,4.99
"207",303140,2,"WDT0135; QNA0160","2017-01-05T12:47:43Z","Completed",123.89,127.88,3.99
"208",303158,2,"SYN0121; WDT0135","2017-01-05T13:28:31Z","Completed",460.97,460.97,0
"209",303198,3,"BEL0258; BEL0264; APP1136","2017-01-09T23:29:00Z","Completed",148.98,148.98,0
"210",303205,2,"APP0692; APP0979","2017-01-05T17:16:12Z","Completed",31.98,35.97,3.99
"211",303230,2,"SAM0109; FCM0003-2","2017-01-05T15:33:28Z","Completed",217.98,222.97,4.99
"212",303232,2,"JAW0034; SAN0151","2017-01-05T15:50:29Z","Completed",88.98,92.97,3.99
"213",303234,2,"APP0865; BEL0243","2017-01-05T15:44:39Z","Completed",1107.98,1107.98,0
"214",303259,2,"NTE0097; IFX0003","2017-01-05T22:20:23Z","Completed",149.98,154.97,4.99
"215",303264,3,"OWC0123; FCM0004; WDT0310","2017-01-05T16:32:01Z","Completed",87.57,94.57,7
"216",303297,2,"ELG0033; ELG0034","2017-01-05T17:41:54Z","Completed",111.97,111.97,0
"217",303315,2,"WDT0211; FCM0021-2","2017-01-05T19:55:44Z","Completed",276.97,281.96,4.99
"218",303316,2,"SAN0140; APP0692","2017-01-05T18:18:53Z","Completed",26.98,30.97,3.99
"219",303346,2,"OWC0035-2; SAM0067","2017-01-05T20:49:59Z","Completed",191.98,198.97,6.99
"220",303364,2,"CRU0026-2; CRU0045","2017-01-05T20:44:56Z","Completed",263.98,270.97,6.99
"221",303366,2,"CRU0016-2; OWC0007","2017-01-05T20:49:23Z","Completed",88.98,92.97,3.99
"222",303367,2,"WAC0026; ADN0026","2017-01-05T20:49:30Z","Completed",29.98,39.97,9.99
"223",303376,2,"BEL0257; SPE0159","2017-01-10T22:21:07Z","Completed",56.98,60.97,3.99
"224",303434,3,"PIE0025; PIE0022; IFX0009","2017-01-06T00:47:49Z","Completed",50.97,55.96,4.99
"225",303455,2,"BEL0271; BEL0282","2017-01-06T02:23:04Z","Completed",35.98,40.97,4.99
"226",303521,2,"BEL0264; TWS0099","2017-01-08T00:29:30Z","Completed",142.98,144.97,1.99
"227",303542,2,"JAW0042; JAW0034","2017-01-07T13:27:13Z","Completed",79.98,83.97,3.99
"228",303554,2,"PIE0003; PIE0001","2017-01-06T11:52:56Z","Completed",27.98,31.97,3.99
"229",303556,2,"SPE0163; MOX0010","2017-01-06T11:55:56Z","Completed",29.98,33.97,3.99
"230",303599,3,"OWC0094; IFX0131; WDT0169","2017-01-07T18:07:29Z","Completed",149.97,156.96,6.99
"231",303621,2,"CRU0046; MAC0116","2017-01-06T14:56:06Z","Completed",213.98,220.97,6.99
"232",303643,3,"OTR0069; SYN0092; SEA0033","2017-01-08T12:08:10Z","Completed",173.97,180.96,6.99
"233",303703,2,"BEL0170; TRK0005","2017-01-06T17:15:10Z","Completed",96.98,101.97,4.99
"234",303704,2,"FCM0003-2; KIN0156","2017-01-06T17:58:09Z","Completed",154.98,159.97,4.99
"235",303756,2,"MOX0012; WOE0001","2017-01-06T19:14:59Z","Completed",12.98,16.97,3.99
"236",303772,2,"DLK0110; PAC1471","2017-01-23T13:25:41Z","Completed",546.98,546.98,0
"237",303790,2,"PAC0743; CRU0017-2","2017-01-06T20:47:19Z","Completed",234.98,239.97,4.99
"238",303822,2,"SAT0030; THU0019","2017-01-06T21:28:14Z","Completed",99.98,104.97,4.99
"239",303827,2,"APP1579; WDT0357","2017-01-06T23:09:18Z","Completed",1529.99,1529.99,0
"240",303851,3,"CRU0015-2; PAC1391; PAC1483","2017-01-23T20:11:06Z","Completed",351.97,351.97,0
"241",303878,2,"ZAG0016; APP1188","2017-01-06T22:24:21Z","Completed",45.99,44.98,-1.01
"242",303935,3,"MOS0132; OTT0136; OTT0139","2017-01-06T23:48:01Z","Completed",84.97,89.96,4.99
"243",303943,2,"GRT0420; SAN0155","2017-01-07T01:17:51Z","Completed",124.98,126.97,1.99
"244",303978,2,"MOS0186; PAC1393","2017-01-07T01:36:46Z","Completed",55.98,50.98,-5
"245",303991,2,"OTT0121; APP0393","2017-01-07T01:38:29Z","Completed",66.98,65.97,-1.01
"246",304027,2,"JAW0034; WOE0003","2017-01-07T03:40:32Z","Completed",125.96,132.95,6.99
"247",304128,2,"APP0477; TUC0219","2017-01-09T08:35:42Z","Completed",81.99,85.98,3.99
"248",304155,2,"CEL0030; MOP0069","2017-01-07T13:10:43Z","Completed",23.98,23.98,0
"249",304165,2,"WOE0005; WOE0004","2017-01-07T12:15:40Z","Completed",57.96,52.96,-5
"250",304175,2,"APP0692; APP0921","2017-01-07T12:39:48Z","Completed",24.98,29.97,4.99
"251",304182,2,"APP1484; APP1622","2017-01-07T12:29:26Z","Completed",921.98,921.98,0
"252",304188,3,"MUV0141; SYN0122; WDT0243","2017-01-07T12:54:54Z","Completed",646.97,646.97,0
"253",304197,2,"SAN0092; BEL0255","2017-01-07T13:24:40Z","Completed",47.98,51.97,3.99
"254",304236,2,"MUV0178; MUV0177","2017-01-07T15:02:44Z","Completed",21.98,28.97,6.99
"255",304278,3,"BEL0227-A; STA0027; SAT0004","2017-01-07T16:11:17Z","Completed",42.26,44.25,1.99
"256",304299,2,"APP1847; APP1039","2017-01-07T16:46:19Z","Completed",2806.99,2806.99,0
"257",304307,2,"THU0038; SAT0034","2017-01-07T16:35:30Z","Completed",69.98,69.97,-0.01
"258",304324,5,"OWC0018; CRU0047; OWC0210; OTR0039; BEZ0152","2017-01-08T00:17:46Z","Completed",1377.94,1372.94,-5
"259",304328,2,"SPE0166; LAC0206","2017-01-07T17:27:26Z","Completed",173.98,177.97,3.99
"260",304347,2,"BEL0170; SAT0027","2017-01-07T18:13:39Z","Completed",79.98,79.97,-0.01
"261",304350,2,"APP0692; KIN0144","2017-01-07T19:10:52Z","Completed",35.96,39.95,3.99
